MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
VIOLENCIA INTRAFAMILIAR ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 31 DE ENERO DEL 2024;;;;;;;
ARMA MEDIO ;DEPARTAMENTO ;MUNICIPIO ;FECHA HECHO ;GENERO ;*AGRUPA_EDAD_PERSONA;CODIGO DANE ;CANTIDAD 
SIN EMPLEO DE ARMAS;ANTIOQUIA;Barbosa;01/01/2024;MASCULINO;ADULTOS;05079000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Barbosa;07/01/2024;MASCULINO;ADULTOS;05079000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Barbosa;16/01/2024;FEMENINO;ADULTOS;05079000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;01/01/2024;FEMENINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;01/01/2024;MASCULINO;ADULTOS;05088000;4
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;02/01/2024;FEMENINO;ADULTOS;05088000;9
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;02/01/2024;MASCULINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;03/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;03/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;03/01/2024;MASCULINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;04/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;05/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;05/01/2024;FEMENINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;05/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;06/01/2024;FEMENINO;ADULTOS;05088000;6
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;07/01/2024;FEMENINO;ADULTOS;05088000;6
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;07/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;08/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;08/01/2024;MASCULINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;08/01/2024;MASCULINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;09/01/2024;FEMENINO;ADULTOS;05088000;5
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;09/01/2024;MASCULINO;ADULTOS;05088000;4
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;10/01/2024;FEMENINO;ADULTOS;05088000;4
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;10/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;11/01/2024;FEMENINO;ADULTOS;05088000;4
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;11/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;12/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;12/01/2024;FEMENINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;13/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;13/01/2024;MASCULINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;14/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;14/01/2024;FEMENINO;ADULTOS;05088000;5
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;14/01/2024;MASCULINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;15/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;15/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;16/01/2024;FEMENINO;ADULTOS;05088000;6
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;16/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;17/01/2024;FEMENINO;ADULTOS;05088000;5
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;17/01/2024;FEMENINO;MENORES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;17/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;18/01/2024;FEMENINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;18/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;20/01/2024;FEMENINO;ADULTOS;05088000;5
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;20/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;21/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;22/01/2024;FEMENINO;ADULTOS;05088000;6
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;22/01/2024;MASCULINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;23/01/2024;FEMENINO;ADULTOS;05088000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;24/01/2024;FEMENINO;ADULTOS;05088000;4
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;24/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;25/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;25/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;26/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;27/01/2024;FEMENINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;27/01/2024;-;-;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;28/01/2024;FEMENINO;ADULTOS;05088000;9
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;29/01/2024;FEMENINO;ADULTOS;05088000;6
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;29/01/2024;MASCULINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;30/01/2024;FEMENINO;ADOLESCENTES;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;30/01/2024;FEMENINO;ADULTOS;05088000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Bello;31/01/2024;FEMENINO;ADULTOS;05088000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Betania;04/01/2024;FEMENINO;ADULTOS;05091000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Betulia;06/01/2024;FEMENINO;MENORES;05093000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Betulia;18/01/2024;FEMENINO;ADULTOS;05093000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Betulia;22/01/2024;FEMENINO;ADULTOS;05093000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caldas;01/01/2024;FEMENINO;ADULTOS;05129000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caldas;01/01/2024;MASCULINO;ADULTOS;05129000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caldas;04/01/2024;FEMENINO;ADULTOS;05129000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caldas;16/01/2024;FEMENINO;ADULTOS;05129000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caldas;21/01/2024;FEMENINO;ADULTOS;05129000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Carepa;07/01/2024;FEMENINO;ADOLESCENTES;05147000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Carepa;07/01/2024;FEMENINO;ADULTOS;05147000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Carepa;17/01/2024;FEMENINO;ADULTOS;05147000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;01/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;02/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;03/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;06/01/2024;FEMENINO;ADULTOS;05154000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;07/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;08/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;11/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;12/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;14/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;14/01/2024;MASCULINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;15/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;19/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;21/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;22/01/2024;MASCULINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;26/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;27/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Caucasia;28/01/2024;FEMENINO;ADULTOS;05154000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;02/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;02/01/2024;MASCULINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;04/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;05/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;09/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;09/01/2024;FEMENINO;MENORES;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;16/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Chigorodó;18/01/2024;FEMENINO;ADULTOS;05172000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Ciudad Bolívar;05/01/2024;FEMENINO;ADULTOS;05101000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Ciudad Bolívar;07/01/2024;FEMENINO;ADULTOS;05101000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Cocorná;17/01/2024;FEMENINO;ADULTOS;05197000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Concordia;19/01/2024;MASCULINO;ADULTOS;05209000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;02/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;03/01/2024;MASCULINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;06/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;07/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;09/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;11/01/2024;FEMENINO;ADULTOS;05212000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;15/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;16/01/2024;MASCULINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;17/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;21/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;25/01/2024;MASCULINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;28/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;29/01/2024;FEMENINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Copacabana;30/01/2024;MASCULINO;ADULTOS;05212000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Dabeiba;03/01/2024;MASCULINO;ADOLESCENTES;05234000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Dabeiba;13/01/2024;FEMENINO;ADULTOS;05234000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Dabeiba;18/01/2024;FEMENINO;ADULTOS;05234000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Dabeiba;27/01/2024;FEMENINO;ADOLESCENTES;05234000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Ebéjico;03/01/2024;FEMENINO;ADULTOS;05240000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;03/01/2024;FEMENINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;09/01/2024;FEMENINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;10/01/2024;FEMENINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;16/01/2024;MASCULINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;17/01/2024;FEMENINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Bagre;21/01/2024;MASCULINO;ADULTOS;05250000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;01/01/2024;MASCULINO;ADULTOS;05148000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;02/01/2024;FEMENINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;02/01/2024;MASCULINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;04/01/2024;MASCULINO;ADULTOS;05148000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;07/01/2024;MASCULINO;ADULTOS;05148000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;07/01/2024;MASCULINO;MENORES;05148000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;09/01/2024;MASCULINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;12/01/2024;FEMENINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;14/01/2024;FEMENINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;14/01/2024;MASCULINO;ADULTOS;05148000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;29/01/2024;FEMENINO;ADULTOS;05148000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Carmen de Viboral;29/01/2024;MASCULINO;ADULTOS;05148000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Santuario;10/01/2024;FEMENINO;ADULTOS;05697000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;El Santuario;11/01/2024;FEMENINO;ADULTOS;05697000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;03/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;07/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;08/01/2024;FEMENINO;ADULTOS;05266000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;10/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;10/01/2024;MASCULINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;11/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;13/01/2024;MASCULINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;14/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;15/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;17/01/2024;MASCULINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;18/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;18/01/2024;MASCULINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;21/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;23/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;24/01/2024;FEMENINO;ADULTOS;05266000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;25/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;26/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;29/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Envigado;31/01/2024;FEMENINO;ADULTOS;05266000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Frontino;01/01/2024;FEMENINO;ADULTOS;05284000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Girardota;08/01/2024;FEMENINO;ADULTOS;05308000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Girardota;14/01/2024;MASCULINO;ADULTOS;05308000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Girardota;22/01/2024;FEMENINO;ADULTOS;05308000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Girardota;31/01/2024;FEMENINO;ADOLESCENTES;05308000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guadalupe;12/01/2024;MASCULINO;ADOLESCENTES;05315000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guarne;03/01/2024;MASCULINO;ADULTOS;05318000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guarne;08/01/2024;FEMENINO;ADULTOS;05318000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guarne;18/01/2024;MASCULINO;ADULTOS;05318000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guarne;29/01/2024;FEMENINO;ADULTOS;05318000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Guatapé;03/01/2024;FEMENINO;ADULTOS;05321000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Heliconia;08/01/2024;FEMENINO;ADULTOS;05347000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Hispania;10/01/2024;FEMENINO;ADULTOS;05353000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Hispania;10/01/2024;MASCULINO;ADOLESCENTES;05353000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;01/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;04/01/2024;FEMENINO;ADULTOS;05360000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;04/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;05/01/2024;FEMENINO;ADULTOS;05360000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;05/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;06/01/2024;FEMENINO;ADULTOS;05360000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;08/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;09/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;10/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;12/01/2024;FEMENINO;ADULTOS;05360000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;12/01/2024;FEMENINO;MENORES;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;12/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;12/01/2024;MASCULINO;MENORES;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;13/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;14/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;15/01/2024;FEMENINO;ADULTOS;05360000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;18/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;18/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;19/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;24/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;25/01/2024;FEMENINO;ADOLESCENTES;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;25/01/2024;FEMENINO;ADULTOS;05360000;3
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;25/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;26/01/2024;FEMENINO;ADULTOS;05360000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;28/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;29/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;29/01/2024;MASCULINO;ADULTOS;05360000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;30/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;31/01/2024;FEMENINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Itagui;31/01/2024;MASCULINO;ADULTOS;05360000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Ituango;06/01/2024;FEMENINO;ADULTOS;05361000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Ceja;18/01/2024;FEMENINO;ADULTOS;05376000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Ceja;27/01/2024;FEMENINO;ADULTOS;05376000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Ceja;28/01/2024;FEMENINO;ADULTOS;05376000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;01/01/2024;FEMENINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;01/01/2024;MASCULINO;ADOLESCENTES;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;02/01/2024;MASCULINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;09/01/2024;FEMENINO;ADOLESCENTES;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;09/01/2024;FEMENINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;19/01/2024;MASCULINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;20/01/2024;FEMENINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Estrella;25/01/2024;FEMENINO;ADULTOS;05380000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;La Pintada;13/01/2024;FEMENINO;ADULTOS;05390000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;FEMENINO;ADOLESCENTES;05001000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;FEMENINO;ADULTOS;05001000;39
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;FEMENINO;MENORES;05001000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;MASCULINO;ADOLESCENTES;05001000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;MASCULINO;ADULTOS;05001000;7
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);01/01/2024;MASCULINO;MENORES;05001000;2
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);02/01/2024;FEMENINO;ADOLESCENTES;05001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);02/01/2024;FEMENINO;ADULTOS;05001000;15
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);02/01/2024;MASCULINO;ADULTOS;05001000;5
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);02/01/2024;-;-;05001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);03/01/2024;FEMENINO;ADOLESCENTES;05001000;1
SIN EMPLEO DE ARMAS;ANTIOQUIA;Medellín (CT);03/01/2024;FEMENINO;ADULTOS;05001000;11
